FID,modern_name,day,month,year,Date_Notes,latitude,longitude,County,notes,Sources,Sou,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,Count,BekyntonMY,BekyntonYM,BekYMD
759,Wells Palace,13,5,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1454,1454/5,1454/5/13
760,Wells Palace,13,5,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1454,1454/5,1454/5/13
761,Wells Palace,14,5,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1454,1454/5,1454/5/14
762,Wells Palace,14,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/14
763,Wells Palace,16,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/16
764,Wells Palace,21,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/21
765,Wells Palace,22,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/22
766,Wells Palace,23,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/23
767,Wells Palace,27,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/27
768,Wells Palace,29,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/29
769,Wells Palace,30,9,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/30
770,Wells Palace,4,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/4
771,Wells Palace,9,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,John Gautier,,1,10/1454,1454/10,1454/10/9
772,Wells Palace,12,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/12
773,Wells Palace,15,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,William Langton,,1,10/1454,1454/10,1454/10/15
774,Wells Palace,17,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/17
775,Wells Palace,18,10,1454,,51.20932,-2.64373,Somerset,,18/10/ 32 Hen. VI,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/18
776,Wells Palace,18,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/18
777,Wells Palace,19,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/19
778,Wells Palace,26,10,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/26
779,Wells Palace,5,11,1454,,51.20932,-2.64373,Somerset,Chapel within the palace of Wells,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1454,1454/11,1454/11/5
780,Wells Palace,23,12,1454,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1454,1454/12,1454/12/23
781,Wells Palace,2,1,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1455,1455/1,1455/1/2
782,Wells Palace,9,1,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1455,1455/1,1455/1/9
783,Wells Palace,12,1,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1455,1455/1,1455/1/12
784,Wells Palace,12,4,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1455,1455/4,1455/4/12
785,Wells Palace,15,4,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Walter Rodeney,Knight,John Fitz James,Esquire,Richard Artour,Esquire,,,1,4/1455,1455/4,1455/4/15
786,Wells Palace,16,4,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1455,1455/4,1455/4/16
787,Wells Palace,23,4,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1455,1455/4,1455/4/23
788,Wells Palace,7,9,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1455,1455/9,1455/9/7
789,Wells Palace,22,9,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1455,1455/9,1455/9/22
790,Wells Palace,4,10,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1455,1455/10,1455/10/4
791,Wells Palace,5,10,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master John Pope,S.T.P.,Thomas Dauberichcourt,"Esquire, of the diocese of Winchester",John Touker,"Clerk, of the diocese of Bath and Wells, notary-public",,,1,10/1455,1455/10,1455/10/5
792,Wells Palace,16,10,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1455,1455/10,1455/10/16
793,Wells Palace,28,11,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1455,1455/11,1455/11/28
794,Wells Palace,15,12,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Thomas,Bishop of London,,,,,,,1,12/1455,1455/12,1455/12/15
795,Wells Palace,20,12,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1455,1455/12,1455/12/20
796,Wells Palace,22,12,1455,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1455,1455/12,1455/12/22
797,Wells Palace,2,4,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1456,1456/4,1456/4/2
798,Wells Palace,3,4,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1456,1456/4,1456/4/3
799,Wells Palace,4,4,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Hugh Sugar,Doctor of laws,Master Simon Roo,"M.A., of the diocese of Bath and Wells",,,,,1,4/1456,1456/4,1456/4/4
800,Wells Palace,7,4,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Simon Roo,"M.A., of the diocese of Bath and Wells",Master William Henton,Bachelor in laws,John Touker,notary-public,,,1,4/1456,1456/4,1456/4/7
801,Wells Palace,10,5,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Thomas,Bishop of London,,,,,,,1,5/1456,1456/5,1456/5/10
802,Wells Palace,31,10,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,John Austel,Esquire,Master Thomas Purveour,Canon of Wells,Master John Pope,Canon of Wells,,,1,10/1456,1456/10,1456/10/31
803,Wells Palace,5,11,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1456,1456/11,1456/11/5
804,Wells Palace,5,11,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1456,1456/11,1456/11/5
805,Wells Palace,13,11,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1456,1456/11,1456/11/13
806,Wells Palace,17,11,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1456,1456/11,1456/11/17
807,Wells Palace,18,11,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1456,1456/11,1456/11/18
808,Wells Palace,30,11,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1456,1456/11,1456/11/30
809,Wells Palace,10,12,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1456,1456/12,1456/12/10
810,Wells Palace,18,12,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1456,1456/12,1456/12/18
811,Wells Palace,21,12,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1456,1456/12,1456/12/21
812,Wells Palace,23,12,1456,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1456,1456/12,1456/12/23
813,Wells Palace,11,1,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1457,1457/1,1457/1/11
814,Wells Palace,29,1,1457,,51.20932,-2.64373,Somerset,Bishop's manor in his palace of Wells,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1457,1457/1,1457/1/29
815,Wells Palace,1,2,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1457,1457/2,1457/2/1
816,Wells Palace,14,4,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1457,1457/4,1457/4/14
817,Wells Palace,3,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/3
818,Wells Palace,5,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/5
819,Wells Palace,10,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/10
820,Wells Palace,15,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/15
821,Wells Palace,20,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/20
822,Wells Palace,23,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/23
823,Wells Palace,28,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/28
824,Wells Palace,29,11,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1457,1457/11,1457/11/29
825,Wells Palace,6,12,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1457,1457/12,1457/12/6
826,Wells Palace,14,12,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1457,1457/12,1457/12/14
827,Wells Palace,18,12,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1457,1457/12,1457/12/18
828,Wells Palace,19,12,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,John Touker,,1,12/1457,1457/12,1457/12/19
829,Wells Palace,22,12,1457,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1457,1457/12,1457/12/22
830,Wells Palace,5,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1457,1457/10,1457/10/5
831,Wells Palace,8,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,William Hayward,,1,10/1457,1457/10,1457/10/8
832,Wells Palace,14,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1457,1457/10,1457/10/14
833,Wells Palace,15,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir Thomas Northorn alias Nordon,Chaplain,John Touker,notary-public,Master John Bernard,treasurer,,,1,10/1457,1457/10,1457/10/15
834,Wells Palace,17,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1457,1457/10,1457/10/17
835,Wells Palace,22,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1457,1457/10,1457/10/22
836,Wells Palace,26,10,1457,,51.20932,-2.64373,Somerset,10,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1457,1457/10,1457/10/26
837,Wells Palace,3,1,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master John Moreton,,Master Thomas Mersh,,William Langton,notary-public,,notary-public,1,1/1458,1458/1,1458/1/3
838,Wells Palace,11,1,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1458,1458/1,1458/1/11
839,Wells Palace,13,1,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1458,1458/1,1458/1/13
840,Wells Palace,22,1,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1458,1458/1,1458/1/22
841,Wells Palace,30,1,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1458,1458/1,1458/1/30
842,Wells Palace,31,1,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1458,1458/1,1458/1/31
843,Wells Palace,10,2,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1458,1458/2,1458/2/10
844,Wells Palace,17,2,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1458,1458/2,1458/2/17
845,Wells Palace,18,2,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1458,1458/2,1458/2/18
846,Wells Palace,23,2,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1458,1458/2,1458/2/23
847,Wells Palace,25,2,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Roger Seymour,Esquire,John Dancastre,Literate,John Touker,Notary,,,1,2/1458,1458/2,1458/2/25
848,Wells Palace,8,4,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1458,1458/4,1458/4/8
849,Wells Palace,9,4,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1458,1458/4,1458/4/9
850,Wells Palace,10,4,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1458,1458/4,1458/4/10
851,Wells Palace,12,4,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1458,1458/4,1458/4/12
852,Wells Palace,13,4,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1458,1458/4,1458/4/13
853,Wells Palace,4,12,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1458,1458/12,1458/12/4
854,Wells Palace,10,12,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1458,1458/12,1458/12/10
855,Wells Palace,13,12,1458,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1458,1458/12,1458/12/13
856,Wells Palace,10,1,1459,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1459,1459/1,1459/1/10
857,Wells Palace,23,3,1459,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1459,1459/3,1459/3/23
858,Wells Palace,18,8,1459,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1459,1459/8,1459/8/18
859,Wells Palace,19,8,1459,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1459,1459/8,1459/8/19
860,Wells Palace,4,9,1459,,51.20932,-2.64373,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1459,1459/9,1459/9/4
861,Wells Palace,5,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/5
862,Wells Palace,9,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/9
863,Wells Palace,17,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/17
864,Wells Palace,18,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/18
865,Wells Palace,19,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/19
866,Wells Palace,20,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/20
867,Wells Palace,24,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/24
868,Wells Palace,28,10,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,10/1459,1459/10,1459/10/28
869,Wells Palace,3,11,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1459,1459/11,1459/11/3
870,Wells Palace,6,11,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1459,1459/11,1459/11/6
871,Wells Palace,6,11,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1459,1459/11,1459/11/6
872,Wells Palace,9,11,1459,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1459,1459/11,1459/11/9
873,Wells Palace,8,1,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1460,1460/1,1460/1/8
874,Wells Palace,8,1,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1460,1460/1,1460/1/8
875,Wells Palace,23,1,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1460,1460/1,1460/1/23
876,Wells Palace,27,1,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1460,1460/1,1460/1/27
877,Wells Palace,5,2,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,2/1460,1460/2,1460/2/5
878,Wells Palace,20,4,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,4/1460,1460/4,1460/4/20
879,Wells Palace,21,4,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,4/1460,1460/4,1460/4/21
880,Wells Palace,22,4,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,4/1460,1460/4,1460/4/22
881,Wells Palace,24,4,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,4/1460,1460/4,1460/4/24
882,Wells Palace,1,5,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,5/1460,1460/5,1460/5/1
883,Wells Palace,1,5,1460,,51.20932,-2.64373,Somerset,Chapel within the palace of Wells,,,,,,,,,,,,,,1,5/1460,1460/5,1460/5/1
884,Wells Palace,5,5,1460,,51.20932,-2.64373,Somerset,in the orchard (viridario),,,,,,,,,,,,,,1,5/1460,1460/5,1460/5/5
885,Wells Palace,6,5,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,5/1460,1460/5,1460/5/6
886,Wells Palace,8,5,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,5/1460,1460/5,1460/5/8
887,Wells Palace,2,6,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1460,1460/6,1460/6/2
888,Wells Palace,6,6,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1460,1460/6,1460/6/6
889,Wells Palace,9,6,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1460,1460/6,1460/6/9
890,Wells Palace,21,6,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1460,1460/6,1460/6/21
891,Wells Palace,26,6,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1460,1460/6,1460/6/26
892,Wells Palace,27,6,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1460,1460/6,1460/6/27
893,Wells Palace,1,7,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,7/1460,1460/7,1460/7/1
894,Wells Palace,3,7,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,7/1460,1460/7,1460/7/3
895,Wells Palace,15,7,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,7/1460,1460/7,1460/7/15
896,Wells Palace,18,7,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,7/1460,1460/7,1460/7/18
897,Wells Palace,23,7,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,7/1460,1460/7,1460/7/23
898,Wells Palace,28,7,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,7/1460,1460/7,1460/7/28
899,Wells Palace,5,8,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,8/1460,1460/8,1460/8/5
900,Wells Palace,10,11,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1460,1460/11,1460/11/10
901,Wells Palace,13,11,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1460,1460/11,1460/11/13
902,Wells Palace,29,11,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,11/1460,1460/11,1460/11/29
903,Wells Palace,2,12,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,12/1460,1460/12,1460/12/2
904,Wells Palace,20,12,1460,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,12/1460,1460/12,1460/12/20
905,Wells Palace,9,1,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1461,1461/1,1461/1/9
906,Wells Palace,14,1,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1461,1461/1,1461/1/14
907,Wells Palace,16,1,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1461,1461/1,1461/1/16
908,Wells Palace,22,1,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1461,1461/1,1461/1/22
909,Wells Palace,29,1,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,1/1461,1461/1,1461/1/29
910,Wells Palace,7,2,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,2/1461,1461/2,1461/2/7
911,Wells Palace,20,2,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,2/1461,1461/2,1461/2/20
912,Wells Palace,28,2,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,2/1461,1461/2,1461/2/28
913,Wells Palace,9,3,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,3/1461,1461/3,1461/3/9
914,Wells Palace,31,3,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,3/1461,1461/3,1461/3/31
915,Wells Palace,20,4,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,4/1461,1461/4,1461/4/20
916,Wells Palace,22,4,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,4/1461,1461/4,1461/4/22
917,Wells Palace,5,5,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,5/1461,1461/5,1461/5/5
918,Wells Palace,19,5,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,5/1461,1461/5,1461/5/19
919,Wells Palace,3,6,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1461,1461/6,1461/6/3
920,Wells Palace,5,6,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1461,1461/6,1461/6/5
921,Wells Palace,8,6,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1461,1461/6,1461/6/8
922,Wells Palace,8,6,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1461,1461/6,1461/6/8
923,Wells Palace,17,6,1461,,51.20932,-2.64373,Somerset,,,,,,,,,,,,,,,1,6/1461,1461/6,1461/6/17
